index;client;parrent;client_bin/tin;type;value;del_mark
3492;R Camrad TSE;;;Рабочий телефон;+7 (727) 3527458;Нет
3493;R Camrad TSE;;;Факт. адрес;Наурызбай батыра 7Б;Нет
3494;R Cardinal Global Services (КАРДИНАЛ ГЛОБАЛ СЕРВИС);;;Рабочий телефон;+7 (727) 2440420;Нет
3495;R Caspian Contractors Trust CCT Каспиан контратракторс траст;;21040001876;Рабочий телефон;+7 (727) 258 44 11;Нет
3496;R Caspian Contractors Trust CCT Каспиан контратракторс траст;;21040001876;Рабочий е-mail;info@cct.kz;Нет
3497;R Caspian Contractors Trust CCT Каспиан контратракторс траст;;21040001876;Факт. адрес;г.Алматы мкр Кок тобе  ул Кыз Жибек 23 этаж 1;Нет
3498;R Caspian International Restaurants Company (Каспиан Интернэшнл Рестонгоз Компани);;70440007370;Телефон контрагента 3;+7 (727) 344-11-56;Нет
3499;R Caspian International Restaurants Company (Каспиан Интернэшнл Рестонгоз Компани);;70440007370;Рабочий телефон;+7 (727) 334-11-57;Нет
3500;R Caspian International Restaurants Company (Каспиан Интернэшнл Рестонгоз Компани);;70440007370;Юр. адрес;Алматы. ул.Дружбы 14/332 уг.ул Радостовца;Нет
3501;R Caspian International Restaurants Company (Каспиан Интернэшнл Рестонгоз Компани);;70440007370;Evernote;evernote:///view/12931884/s117/c30d2894-a0ba-4a07-8a83-b6b139af2658/c30d2894-a0ba-4a07-8a83-b6b139af2658/http://;Нет
3502;R Caspian Machinery (Каспиан машинери);;;Телефон контрагента 2;87078082721;Нет
3503;R Caspian Market;;1,0064E+11;;;Нет
3504;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Телефон контрагента 5;+7 (727) 2558000;Нет
3505;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Телефон контрагента 2;+7 (727) 2555848;Нет
3506;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Телефон контрагента 3;+7 (727) 2557997;Нет
3507;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Телефон контрагента 4;+7 (727) 2960935;Нет
3508;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Рабочий телефон;+7 (727) 2558000;Нет
3509;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Рабочий е-mail;info@ctgroup.kz;Нет
3510;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Факт. адрес 4;РК,050060, г.Алматы, ул. Абиш Кекилбайулы, дом 270, н.п.А45, первый блок;Нет
3511;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Факт. адрес 3;КАЗАХСТАН, ул. Иманбаевой, 8, Индекс: 010000;Нет
3512;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Факт. адрес 2;КАЗАХСТАН, Каблукова, 270 блок 1, Индекс: 050060 (мега);Нет
3513;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Факт. адрес;мкр. Мамыр-4, дом 162 (головной офис);Нет
3514;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Юр. адрес;Республика Казахстан г. Алматы, Ауезовский район, пр. Райымбека, 348;Нет
3515;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Сайт;www.ctgroup.kz;Нет
3516;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Evernote;evernote:///view/46146659/s117/5d1944f2-8275-4e99-9939-5d8e365ffe10/5d1944f2-8275-4e99-9939-5d8e365ffe10/f7cd2296-841d-4a6d-ab30-3c00c7163dda;Нет
3517;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Факт. адрес 15;алматы, каблукова, дом № 270/1, корпус 1Б;Нет
3518;R Caspian Training Group (Каспиан тренинг групп);;11240001910;Факт. адрес 16;Алматы, Си Синхая, дом 6, квартира 78;Нет
3519;R Central Engine Interprice (Центр энжайн интерпрайс);;;Рабочий телефон;;Нет
3520;R Centras Securities;;;Рабочий телефон;+7 (727) 2598877;Нет
3521;R Change PR (чейндж пиар);;;Рабочий телефон;+7 (727) 3925220;Нет
3522;R Cider (Cider house, сайдер хаус );;1,4034E+11;Телефон контрагента 2;+7 (727) 2255999;Нет
3523;R Cider (Cider house, сайдер хаус );;1,4034E+11;Рабочий телефон;+7 (727) 2255512;Нет
3524;R Cider (Cider house, сайдер хаус );;1,4034E+11;Факт. адрес;Самал-2, дом 111 помещение 2 этаж, бутик хаккет лондон;Нет
3525;R Cider (Cider house, сайдер хаус );;1,4034E+11;Evernote;http://emergy.kz/;Нет
3526;R CIPAEN;;;Рабочий телефон;+7 (727) 3971189;Нет
3527;R CIPAEN;;;Телефон контрагента 2;+7 (727) 3971196;Нет
3528;R CIPAEN;;;Телефон контрагента 3;+7 (777) 7057519;Нет
3529;R CIPAEN;;;Факс контрагента;+7 (727) 73971188;Нет
3530;R CIPAEN;;;Рабочий е-mail;info@cipaen.kz;Нет
3531;R CIPAEN;;;Факт. адрес 2;микрорайон № 6, дом № 56, оф. 55- 3 этаж;Нет
3532;R CIPAEN;;;Сайт;http://kz.capcipa.org;Нет
3533;R CIRCUS SPF;;;Факт. адрес;ул. Макатаева, 117, офис №204;Нет
3534;R City Trade;;1,6054E+11;;;Нет
3535;R cloud Nine (клоуд найн, клауд найн);;;;;Нет
3536;R CLS-International (СЛС интернешенал);;70540014317;Рабочий телефон;+7 (727) 3566868;Нет
3537;R CLS-International (СЛС интернешенал);;70540014317;Рабочий е-mail;office.manager@cls-international.com;Нет
3538;R CLS-International (СЛС интернешенал);;70540014317;Факт. адрес;ул. Амангельды 59A 3 этаж 3Д;Нет
3539;R CLS-International (СЛС интернешенал);;70540014317;Evernote;www.cls-international.com;Нет
3540;R Colliers Kazakhstan, ТОО;;1,0114E+11;Рабочий телефон;+7 (727) 3394444;Нет
3541;R Colliers Kazakhstan, ТОО;;1,0114E+11;Факт. адрес;Достык 104б, 4 этаж;Нет
3542;R Colop.kz (Колоп);;70440003784;Телефон контрагента 2;+7 (727) 2614530;Нет
3543;R Colop.kz (Колоп);;70440003784;Телефон контрагента 3;+7 (727) 2614531;Нет
3544;R Colop.kz (Колоп);;70440003784;Рабочий телефон;+7 (727) 2612244;Нет
3545;R Colop.kz (Колоп);;70440003784;Рабочий е-mail;colop_kz@itte.kz;Нет
3546;R Colop.kz (Колоп);;70440003784;Факт. адрес;г. Алматы,  ул.Чайковского 120/64, уг.ул.Казыбек-Би;Нет
3547;R Colop.kz (Колоп);;70440003784;Юр. адрес;г. Алматы,  ул.Чайковского 120/64, уг.ул.Казыбек-Би;Нет
3548;R Colop.kz (Колоп);;70440003784;Evernote;http://colop.kz/;Нет
3549;R Colop.kz (Колоп);;70440003784;Сайт;http://colop.kz/;Нет
3550;R Colorplus (колорплюс);;30140002024;Телефон контрагента 2;+7 (727) 2796721;Нет
3551;R Colorplus (колорплюс);;30140002024;Рабочий телефон;+7 (727) 2984904;Нет
3552;R Colorplus (колорплюс);;30140002024;Факт. адрес;Казыбаева 3;Нет
3553;R COWI кови;;;Телефон контрагента 2;+7 (727) 227 96 10;Нет
3554;R CSS Distribution;;;;;Нет
3555;R Cалон штор Примавера primavera (ИП Рожова);;;Рабочий телефон;+7 (727) 3954817;Нет
3556;R Cалон штор Примавера primavera (ИП Рожова);;;Телефон контрагента 2;;Нет
3557;R Cалон штор Примавера primavera (ИП Рожова);;;Факт. адрес;Толи би Жарокова Торговый дом Тумар, бутик 009;Нет
3558;R Daf;;;Рабочий е-mail;info@daf.kz;Нет
3559;R Daphne Travel International;;;Рабочий телефон;+7 (701) 7681095;Нет
3560;R Daphne Travel International;;;Рабочий е-mail;daphne@daphne.kz;Нет
3561;R Daphne Travel International;;;Факт. адрес;Казыбек би, 20а — 1 этаж;Нет
3562;R Data Invest (Дата инвест  ДА ЛЕ ЭС);;;Рабочий телефон;+7 (727) 2724513;Нет
3563;R Data Invest (Дата инвест  ДА ЛЕ ЭС);;;Факт. адрес;Тулебаева, 187;Нет
3564;R Data Invest (Дата инвест  ДА ЛЕ ЭС);;;Evernote;evernote:///view/12931884/s117/59c60e13-5479-46cb-9e5e-60ff88ff7906/59c60e13-5479-46cb-9e5e-60ff88ff7906/http://;Нет
3565;R DC Asia Supply (диси, дс азия саплай);;;Рабочий телефон;+7 (727) 2252884;Нет
3566;R DC Asia Supply (диси, дс азия саплай);;;Рабочий е-mail;info@asiasupply.kz;Нет
3567;R DC Asia Supply (диси, дс азия саплай);;;Факт. адрес;Алматы, мкр. Мамыр-4, дом 100А/1, 4 этаж;Нет
3568;R DDW (ддв);;;Рабочий телефон;+7 (727) 2936646;Нет
3569;R Dechert Kazakhstan Limited (Дечерт, Декерт Казахстан Лимитед);;1,20441E+11;Рабочий телефон;+7 (727) 2585088;Нет
3570;R Dechert Kazakhstan Limited (Дечерт, Декерт Казахстан Лимитед);;1,20441E+11;Факт. адрес;"БЦ ""Достык"", пр. Достык, 4 этаж";Нет
3571;R Dechert Kazakhstan Limited (Дечерт, Декерт Казахстан Лимитед);;1,20441E+11;Сайт;www.dechert.com;Нет
3572;R Dell ( Делл , Дел DELL  Dell EMC);;;Факт. адрес;ID Dell:¶2538918451        IT SUPPORT GROUP¶;Нет
3573;R Demeo (Демеу);;;Факс контрагента;+7 (727) 255-96-19;Нет
3574;R Demeo (Демеу);;;Рабочий телефон;+7 (727) 269-86-80;Нет
3575;R Demeo (Демеу);;;Факт. адрес; Алматы Брусиловского 150 ;Нет
3576;R Demeo (Демеу);;;Evernote;evernote:///view/12931884/s117/efb9afcd-f2b6-438d-b4bb-6b24f7e3e48e/efb9afcd-f2b6-438d-b4bb-6b24f7e3e48e/http://;Нет
3577;R DERSAR (дерсар, дэрсар);;51140002922;Рабочий телефон;+7 (727) 3791568;Нет
3578;R DERSAR (дерсар, дэрсар);;51140002922;Факт. адрес;ул. Богенбай Батыра, д. 271, оф. 91;Нет
3579;R Design and Art Solutions (Дизайн энд  арт солюшен) ;;;Рабочий телефон;+7 (727) 2210543;Нет
3580;R Design and Art Solutions (Дизайн энд  арт солюшен) ;;;Факт. адрес;050040, г Алматы пр. Аль- Фараби 77/1 кв 8;Нет
3581;R Design and Art Solutions (Дизайн энд  арт солюшен) ;;;Юр. адрес;050040, г Алматы пр. Аль- Фараби 77/1 кв 8;Нет
3582;R Deus Travel (Деус дэус тревел);;;Рабочий телефон;+7 (727) 3337060;Нет
3583;R Deus Travel (Деус дэус тревел);;;Рабочий е-mail;info@deustravel.kz;Нет
3584;R Deus Travel (Деус дэус тревел);;;Факт. адрес;"Абая проспект, 79 — 18 офис; 1 этаж";Нет
3585;R DFD SAUDA;;;;;Нет
3586;R Diamond creative studio (даймонд креатив студиа диамонд);;50940008185;Телефон контрагента 2;+7 (727) 328-27-59;Нет
3587;R Diamond creative studio (даймонд креатив студиа диамонд);;50940008185;Телефон контрагента 3;+7 (727) 268-12-08;Нет
3588;R Diamond creative studio (даймонд креатив студиа диамонд);;50940008185;Рабочий телефон;+7 (727) 298-46-75;Нет
3589;R Diamond creative studio (даймонд креатив студиа диамонд);;50940008185;Рабочий е-mail;elena@dcs.kz;Нет
3590;R Diamond creative studio (даймонд креатив студиа диамонд);;50940008185;Evernote;evernote:///view/12931884/s117/9d7b38df-744a-455b-a587-7fb68fba18f0/9d7b38df-744a-455b-a587-7fb68fba18f0/http://;Нет
3591;R DICSA KAZAKHSTAN;;;Рабочий телефон;+7 (727) 3943493;Нет
3592;R DICSA KAZAKHSTAN;;;Рабочий е-mail;info@kz.dicsa.net;Нет
3593;R DICSA KAZAKHSTAN;;;Факт. адрес;ПР. АБАЯ, 157, ОФИС 32;Нет
3594;R DICSA KAZAKHSTAN;;;Сайт;http://www.dicsa.net;Нет
3595;R Digam (Дигам);;30340010419;Рабочий телефон;+7 (727) 3110347;Нет
3596;R Digam (Дигам);;30340010419;Факт. адрес;Нурлытау, вход 2Б офис 803;Нет
3597;R Digital Delivery;;;Рабочий телефон;+7 (777) 0729636;Нет
3598;R Digital Delivery;;;Факт. адрес;Саина 30 уг ул Маречека дальше Армады зеленое здание, 3 этаж 316 офис;Нет
3599;"R Digital Management"" (""Диджитал Менеджмент";;1,4044E+11;Рабочий телефон;+7 (702) 9930077;Нет
3600;R Discovery;;;;;Нет
3601;R Dohwa (Дохва);;80341019299;Рабочий телефон;+7 (727) 3111716;Нет
3602;R Dohwa (Дохва);;80341019299;Рабочий е-mail;abildaeva_ainur@mail.ru;Нет
3603;R Dohwa (Дохва);;80341019299;Факт. адрес;Аскарова 21/17 кв 20 .;Нет
3604;R Dohwa (Дохва);;80341019299;Юр. адрес;Алматы, Нурлытау блок 4Б оф 1101;Нет
3605;R Dohwa (Дохва);;80341019299;Сайт;http://www.dohwa.co.kr;Нет
3606;R Dohwa (Дохва);;80341019299;Evernote;evernote:///view/65296448/s117/84a86627-24df-4514-87a4-234f35c3b962/84a86627-24df-4514-87a4-234f35c3b962/36b2c324-e7a6-4d73-a186-031084ce03bc;Нет
3607;R Dolhce Vita ( Дольче вита);;7,90516E+11;Телефон контрагента 2;+7 (727) 3985427;Нет
3608;R Dolhce Vita ( Дольче вита);;7,90516E+11;Телефон контрагента 3;;Нет
3609;R Dolhce Vita ( Дольче вита);;7,90516E+11;Рабочий телефон;+7 (727) 2263022;Нет
3610;R Dolhce Vita ( Дольче вита);;7,90516E+11;Рабочий е-mail;aset12@mail.ru;Нет
3611;R Dolhce Vita ( Дольче вита);;7,90516E+11;Факт. адрес 2;Енбек 1 дом 55  Калкаман 2. Елибаева 1б или Байтели батыра 19;Нет
3612;R Dolhce Vita ( Дольче вита);;7,90516E+11;Факт. адрес;Алматинская область, Карасайский район, с. Каскелен, ул. д. С/О Автомобилист ул. Речная;Нет
3613;R Dolhce Vita ( Дольче вита);;7,90516E+11;Юр. адрес;ул Ауэзова 175;Нет
3614;R Dolhce Vita ( Дольче вита);;7,90516E+11;Evernote;evernote:///view/47909702/s117/9aa73cb6-c42e-408f-bbf9-864b27156156/9aa73cb6-c42e-408f-bbf9-864b27156156/bc0b893b-c2b7-4b61-90c1-e27f13ccc1d6;Нет
3615;R DVR Group;;;;;Нет
3616;R DWS (обсл.телефоны) Доступные, Королевские, Петровские Окна k-o ko двс;;7,41215E+11;Телефон контрагента 2;+7 (727) 2504545;Нет
3617;R DWS (обсл.телефоны) Доступные, Королевские, Петровские Окна k-o ko двс;;7,41215E+11;Рабочий телефон;+7 (727) 2507040;Нет
3618;R DWS (обсл.телефоны) Доступные, Королевские, Петровские Окна k-o ko двс;;7,41215E+11;Рабочий е-mail;info@k-o.kz;Нет
3619;R DWS (обсл.телефоны) Доступные, Королевские, Петровские Окна k-o ko двс;;7,41215E+11;Факт. адрес;Сейфулина 563;Нет
3620;R DWS (обсл.телефоны) Доступные, Королевские, Петровские Окна k-o ko двс;;7,41215E+11;Сайт;k-o.kz;Нет
3621;R E-Distributors ТОО;;;Факт. адрес;Ангарская, дом № 133, корпус Б, бокс 1;Нет
3622;R EF Education First;;;Рабочий телефон;+7 (727) 3441000;Нет
3623;R EF Education First;;;Факт. адрес;"Наурызбай Батыра 31, БЦ ""Premium"" 7 этаж";Нет
3624;R EF Education First;;;Сайт;http://www.ef.kz/;Нет
3625;R EFFLER;;;;;Нет
3626;R EGEMEN TAX & LAW Tabus consulting (Табыс консалтинг) Пивоваров и партнеры;;1,0054E+11;Рабочий телефон;+7 (727) 2330704;Нет
3627;R EGEMEN TAX & LAW Tabus consulting (Табыс консалтинг) Пивоваров и партнеры;;1,0054E+11;Телефон контрагента 3;+7 (727) 3827829;Нет
3628;R EGEMEN TAX & LAW Tabus consulting (Табыс консалтинг) Пивоваров и партнеры;;1,0054E+11;Рабочий е-mail;Pivovarov@tabysconsulting.kz;Нет
3629;R EGEMEN TAX & LAW Tabus consulting (Табыс консалтинг) Пивоваров и партнеры;;1,0054E+11;Факт. адрес;ул. Муканова 113 угол ул. Макатаева, 3 этаж.;Нет
3630;R EGEMEN TAX & LAW Tabus consulting (Табыс консалтинг) Пивоваров и партнеры;;1,0054E+11;Evernote;evernote:///view/12931884/s117/ecf14f4f-d7c7-4c62-98e4-e9609477bcdd/ecf14f4f-d7c7-4c62-98e4-e9609477bcdd/http://;Нет
3631;R EL company (ЕЛ компани) ;;80940019196;Телефон контрагента 2;+7 (727) 2922665;Нет
3632;R EL company (ЕЛ компани) ;;80940019196;Рабочий телефон;+7 (727) 2922630;Нет
3633;R EL company (ЕЛ компани) ;;80940019196;Рабочий е-mail;info@elcompany.kz;Нет
3634;R EL company (ЕЛ компани) ;;80940019196;Факт. адрес;г. Алматы, ул. Масанчи, 98 А, офис 41;Нет
3635;R EL company (ЕЛ компани) ;;80940019196;Юр. адрес;г. Алматы, ул. Масанчи, 98 А, офис 41;Нет
3636;R Elements (елементс, элементс);;;;;Нет
3637;R Elite Stone COMPANY;;;Рабочий телефон;+7 (727) 2701745;Нет
3638;R eLoan (елоан);;;;;Нет
3639;R ELPlato (Эль Плато, винотека);;1,7114E+11;Телефон контрагента 2;+7 (727) 3375964;Нет
3640;R ELPlato (Эль Плато, винотека);;1,7114E+11;Рабочий телефон;+7 (727) 3035533;Нет
3641;R ELPlato (Эль Плато, винотека);;1,7114E+11;Рабочий е-mail;sigida_0771@mail.ru;Нет
3642;R ELPlato (Эль Плато, винотека);;1,7114E+11;Факт. адрес;050013, г.Алматы, ул. Бухар жирау 27/5 оф 595 Бостандыкский район;Нет
3643;R ELPlato (Эль Плато, винотека);;1,7114E+11;Evernote;evernote:///view/12931884/s117/85337ec8-e35c-4264-b35c-81335a8751a8/85337ec8-e35c-4264-b35c-81335a8751a8/;Нет
3644;R ELPlato (Эль Плато, винотека);;1,7114E+11;Сайт;http://elplato.kz/;Нет
3645;R EMERSON PROCESS MANAGEMENT;;;Рабочий телефон;+7 (727) 3561200;Нет
3646;R EMERSON PROCESS MANAGEMENT;;;Телефон контрагента 2;+7 (727) 3561205;Нет
3647;R EMERSON PROCESS MANAGEMENT;;;Рабочий е-mail;info.kz@emersonprocess.com;Нет
3648;R EMERSON PROCESS MANAGEMENT;;;Факт. адрес;УЛ. ТОЛЕ БИ, 101;Нет
3649;R EMERSON PROCESS MANAGEMENT;;;Сайт;http://www.emersonprocess.com;Нет
3650;R EN Trade;;2,2034E+11;Телефон контрагента 2;+7 (707) 7515776;Нет
3651;R EN Trade;;2,2034E+11;Рабочий телефон;+7 (927) 1126939;Нет
3652;R EN Trade;;2,2034E+11;Факт. адрес;Республика Казахстан, город Алматы, Бостандыкский район, ул. Сатпаева, д.90/92, 4 эт., офис 26;Нет
3653;R Eneverse Kunkuat;;1,5124E+11;Рабочий телефон;+7 (747) 4303474;Нет
3654;R Entegreatet Engineering Solutions;;;Рабочий телефон;+7 (701) 9475551;Нет
3655;R ERNST & YOUNG;;;Рабочий телефон;+7 (727) 2585960;Нет
3656;R ERNST & YOUNG;;;Телефон контрагента 2;+7 (727) 2585961;Нет
3657;R ERNST & YOUNG;;;Рабочий е-mail;almaty@kz.ey.com;Нет
3658;R ERNST & YOUNG;;;Факт. адрес;"ПР. АЛЬ ФАРАБИ, 77/7, БЦ ""ЕСЕНТАЙ ТАУЭР""";Нет
3659;R ERNST & YOUNG;;;Сайт;http://www.ey.com;Нет
3660;R Estate;;;;;Нет
3661;R ETG Авто (ЕТГ);;70940010963;Телефон контрагента 2;+7 (727) 261-95-77;Нет
3662;R ETG Авто (ЕТГ);;70940010963;Рабочий телефон;+7 (727) 390-99-16;Нет
3663;R ETG Авто (ЕТГ);;70940010963;Рабочий е-mail;etgprojects@hotmail.com;Нет
3664;R ETG Авто (ЕТГ);;70940010963;Факт. адрес 2;Амангельды, 59а - 3 этаж;Нет
3665;R ETG Авто (ЕТГ);;70940010963;Evernote;evernote:///view/12931884/s117/6d199a81-ab46-4e43-b689-efab90cea9ad/6d199a81-ab46-4e43-b689-efab90cea9ad/http://;Нет
3666;R Eurasia film production ;;;Рабочий е-mail;Dr.av_2@mail.ru;Нет
3667;R Eurasia Foundation (ЭТО ФОНД ЕВРАЗИЯ) ;;;Телефон контрагента 2;893666762;Да
3668;R Eurasia Foundation (ЭТО ФОНД ЕВРАЗИЯ) ;;;Рабочий е-mail;ibegmuratova@eurasia.org;Да
3669;R Eurasia Foundation (ЭТО ФОНД ЕВРАЗИЯ) ;;;Факт. адрес;Байзакова 280, Северная башня, 11 этаж.;Да
3670;R Eurasia Foundation (ЭТО ФОНД ЕВРАЗИЯ) ;;;Факт. адрес 1;Сейфулина 609, Б/Ц Форум ,3 этаж;Да
3671;R EurasiaSpice ( евразия спайс );;90940005693;Рабочий телефон;+7 (727) 3788200;Нет
3672;R EurasiaSpice ( евразия спайс );;90940005693;Факт. адрес;ул. Райымбека 237а;Нет
3673;"R Euroasia transit group  (""Евразия Транзит Груп"")";;;Телефон контрагента 2;+7 (727) 3441028;Нет
3674;"R Euroasia transit group  (""Евразия Транзит Груп"")";;;Рабочий телефон;+7 (727) 3441030;Нет
3675;"R Euroasia transit group  (""Евразия Транзит Груп"")";;;Рабочий е-mail;etg_office@mail.ru;Нет
3676;"R Euroasia transit group  (""Евразия Транзит Груп"")";;;Факт. адрес;"050040,г. Алматы, ул. Пирогова д.31, офис 300 (БЦ Real Invest, 3 'nf;)";Нет
3677;"R Euroasia transit group  (""Евразия Транзит Груп"")";;;Сайт;www.etg.kz;Нет
3678;R Evro Electro;;;;;Нет
3679;R Exelent Temp;;;Телефон контрагента 2;+7 (727) 3004686;Нет
3680;R Exelent Temp;;;Рабочий телефон;+7 (727) 2513424;Нет
3681;R Exelent Temp;;;Факт. адрес;ул. Майлина 79, в Автоцентр Меркур, 3 этаж;Нет
3682;R Exim Investment Company ;;30540000171;Рабочий телефон;+8 (727) 2570435;Нет
3683;R Exim Investment Company ;;30540000171;Рабочий е-mail;aisbait@mail.ru;Нет
3684;R EXLIBRIS STAMPS (Еклибрис Стампс);;1,3014E+11;Телефон контрагента 3;+7 (727) 2215022;Нет
3685;R EXLIBRIS STAMPS (Еклибрис Стампс);;1,3014E+11;Телефон контрагента 2;+7 (727) 300468;Нет
3686;R EXLIBRIS STAMPS (Еклибрис Стампс);;1,3014E+11;Рабочий е-mail;exstamps@mail.ru;Нет
3687;R EXLIBRIS STAMPS (Еклибрис Стампс);;1,3014E+11;Факт. адрес;ул. Р. Зорге д.7, офис 5, ЦОН Турксибского района;Нет
3688;R Expo city;;;;;Нет
3689;R Fin Floor (финфлор канцелярские товары);;1,2034E+11;Телефон контрагента 2;+7 (727) 3336038;Нет
3690;R Fin Floor (финфлор канцелярские товары);;1,2034E+11;Рабочий телефон;;Нет
3691;R Fin Floor (финфлор канцелярские товары);;1,2034E+11;Факт. адрес;ул. Наурызбай батыра 49/61 оф.118 1 этаж. Между Алатау-кус и Коника.;Нет
3692;R Fissman (фисман);;;Рабочий е-mail;info@fissman.kz;Нет
3693;R FLS Midth (ФЛС, флс, Шмитд, шмит);;1,5034E+11;Телефон контрагента 2;+7212908491 (721) 2908491;Нет
3694;R FLS Midth (ФЛС, флс, Шмитд, шмит);;1,5034E+11;Рабочий телефон;+7 (727) 3441515;Нет
3695;R FLS Midth (ФЛС, флс, Шмитд, шмит);;1,5034E+11;Юр. адрес;г. Караганда, Республика Казахстан.ул.Терешковой квартал 270, р-н им. Казыбек би,;Нет
3696;R FLS Midth (ФЛС, флс, Шмитд, шмит);;1,5034E+11;Факт. адрес;Тимирязева 42 корпус 20. Вьезд с Тимирязева. Вьезд с Жарокова Утепова;Нет
3697;R FLS Midth (ФЛС, флс, Шмитд, шмит);;1,5034E+11;Сайт;www.flsmidth.com;Нет
3698;R FLS Midth (ФЛС, флс, Шмитд, шмит);;1,5034E+11;Evernote;evernote:///view/47909702/s117/f168d098-f0fe-4d6f-8949-7896ca84e800/f168d098-f0fe-4d6f-8949-7896ca84e800/bc0b893b-c2b7-4b61-90c1-e27f13ccc1d6;Нет
3699;R Focus Tech (фокус тех, теч, текс);;1,2094E+11;Рабочий телефон;+7 (727) 2242512;Нет
3700;R Focus Tech (фокус тех, теч, текс);;1,2094E+11;Телефон контрагента 3;+7 (727) 2210835;Нет
3701;R Focus Tech (фокус тех, теч, текс);;1,2094E+11;Рабочий е-mail;sales@sa-group.kz;Нет
3702;R Focus Tech (фокус тех, теч, текс);;1,2094E+11;Факт. адрес;Байзакова 280, 11 этаж;Нет
3703;R Focus Tech (фокус тех, теч, текс);;1,2094E+11;Evernote;evernote:///view/47909702/s117/85d15958-90fc-46da-8f81-106fdd432c8a/85d15958-90fc-46da-8f81-106fdd432c8a/bc0b893b-c2b7-4b61-90c1-e27f13ccc1d6;Нет
3704;R Focus Tech (фокус тех, теч, текс);;1,2094E+11;Сайт;http://www.focustech.kz/;Нет
3705;R Food Panda ( Фуд панда );;;Рабочий телефон;+7 (727) 274 93 94;Нет
3706;R Food Panda ( Фуд панда );;;Evernote;www.foodpanda,kz;Нет
3707;R Fortis пай;;;;;Нет
3708;R Frame ART ( телефония);;;;;Нет
3709;R Freelancity;;2,1084E+11;Рабочий телефон;+7 (705) 7058095;Нет
3710;R Freelancity;;2,1084E+11;Рабочий е-mail;danial.sarsenbaev@freelancity.kz;Нет
3711;R FTB COMPANY ( Научно-исследовательский институт) ;;;Рабочий телефон;+7 (727) 3964446;Нет
3712;R FTB COMPANY ( Научно-исследовательский институт) ;;;Рабочий е-mail;svaman1@rambler.ru;Нет
3713;R FTB COMPANY ( Научно-исследовательский институт) ;;;Факт. адрес;050060, г. Алматы, пр. Гагарина, д.232, оф.29;Нет
3714;R Fujitsu;;;;;Нет
3715;R GALANZ bottlers (Галаз. галанс ботллерс, ботлерс);;60740001737;Рабочий телефон;+7 (727) 2327907;Нет
3716;R GALANZ bottlers (Галаз. галанс ботллерс, ботлерс);;60740001737;Факт. адрес;Проспект Суюнбая 239б;Нет
3717;R GALANZ bottlers (Галаз. галанс ботллерс, ботлерс);;60740001737;Юр. адрес;РК Алматинская обл., Илийский р-он, Байсеркинский сельский округ, пос.Байсерке, ул.Султан Бейбарыс, 27;Нет
3718;R GALANZ bottlers (Галаз. галанс ботллерс, ботлерс);;60740001737;Evernote;www.galanz.kz;Нет
3719;R Gantek Technology Solutions (Гантек Текнолоджи Солушинс);;1,3014E+11;Телефон контрагента 2;+7 (727) 2590711;Нет
3720;R Gantek Technology Solutions (Гантек Текнолоджи Солушинс);;1,3014E+11;Рабочий телефон;+7 (727) 2590710;Нет
3721;R Gantek Technology Solutions (Гантек Текнолоджи Солушинс);;1,3014E+11;Рабочий е-mail;support_cis@gantek.com;Нет
3722;R Gantek Technology Solutions (Гантек Текнолоджи Солушинс);;1,3014E+11;Факт. адрес 2;"ул. Кабанбай батыра 153/157 уг. ул. Джумалиева, Б/Ц ""Спутник"", офис № 2";Нет
3723;R Gantek Technology Solutions (Гантек Текнолоджи Солушинс);;1,3014E+11;Факт. адрес;г.Алматы, ул. Жумалиева 157;Нет
3724;R Gantek Technology Solutions (Гантек Текнолоджи Солушинс);;1,3014E+11;Сайт;http://gantek.com/index.php?/tr;Нет
3725;R GEOS CO (Геос ко);;;Рабочий телефон;+7 (727) 3281128;Нет
3726;R GEOS CO (Геос ко);;;Факт. адрес;мик - н Сайран 14, оф.406;Нет
3727;R Getman Us;;;;;Нет
3728;R GILAT SATELLITE NETWORKS;;;Рабочий телефон;+7 (727) 2596575;Нет
3729;R GILAT SATELLITE NETWORKS;;;Телефон контрагента 2;+7 (727) 2596577;Нет
3730;R GILAT SATELLITE NETWORKS;;;Факт. адрес;ПР. ДОСТЫК, 117/6;Нет
3731;R GILAT SATELLITE NETWORKS;;;Сайт;http://www.gilat.com;Нет
3732;R Glatis;;;Факт. адрес;ул. Казыбек би, 117 (уг. ул. Масанчи) офис № 307 ;Нет
3733;R GLAXOSMITHKLINE EXPORT LTD;;;Рабочий телефон;+7 (727) 2582890;Нет
